feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,outlier
-3.9312146,-3.2122717,1.3697532,-0.1683664,1.0504396,0.22243363,1.3701624,3.4794362,-0.85390055,0.584403,-0.96763337,-0.53267,0.06676337,0.02794883,0.070364855,1.3778654,0.32717437,0.2347842,0.73157096,0.056885842,-0.12430546,0.30229026,-0.5005237,0.31628492,0.15467519,-0.5358607,-0.079158746,0.5163753,-0.11061552,-0.81907815,-0.30858642,-0.3035528,0.1635506,0.2616458,-0.3349936,0.021529052,-1.2047876,0.28684786,-0.10881128,-0.016572569,0.10581643,0.4842601,-0.13880223,-0.0213145,-0.46904802,0.20194662,0.53305656,0.6882441,-0.4343866,-0.22318634,0.0
3.5446303,1.826627,-0.17476505,2.886149,-1.023821,-2.468741,-2.6650856,0.46758687,-0.34990385,1.7184277,-0.8694613,-0.65638304,0.5492366,-0.48272586,-1.6561781,0.5204957,1.1197697,0.29337838,-0.28665838,-0.06583373,-0.2412163,-0.6503649,-0.570193,-0.2680516,0.6583172,-0.1615425,-0.4291717,-0.26478076,0.34261742,-0.013947235,-0.06007864,0.47493833,-0.091596544,-0.27979025,-0.3592381,-0.4218957,-0.39936268,-0.59878206,-0.17426887,0.23481055,-0.0072295787,0.09445264,0.29480276,-0.13133796,-0.14438468,-0.073705375,-0.14890599,-0.7427338,0.17980702,-0.21011588,0.0
4.0372043,0.5075691,-1.4648349,2.017988,-1.2679403,-1.3145496,-4.2247314,-0.22297655,0.010600508,1.7646595,-0.25036246,-0.9108305,1.2610223,-1.0201708,-0.66712755,0.97465515,0.07210606,0.9329558,-0.8862866,0.05372083,-0.15066724,-0.67171115,-0.544813,0.026070891,0.5650707,-0.52132076,-0.4447995,0.29519513,-0.067129195,0.94927526,-0.5962597,-0.2611449,-0.56089777,-0.48170286,-0.427863,-0.23164478,-0.7517593,0.26723924,-0.3026344,-0.11361725,-0.26362243,0.04677226,0.18861711,-0.51524615,-0.37734538,-0.10380179,0.25188372,-0.2579677,-0.117334746,-0.045428947,0.0
-2.734147,2.9629934,4.294999,-2.7355876,0.07265856,1.5931766,-3.090254,1.4112794,1.7167441,-0.51879364,0.6466145,0.92488694,1.5769242,-0.7011824,0.7000423,-0.8657575,0.59909785,-0.5091702,-0.6591049,-0.18202223,1.4969697,0.85490215,0.7596909,-0.64309835,-0.08946802,-0.6985721,-0.8469778,-0.75732476,0.0827856,-0.0022801638,0.6220857,0.74977016,-0.73971236,0.05347996,-0.3549328,-0.64307785,-0.8623054,0.42366257,0.43519765,0.09366529,-0.23530695,-0.38245803,0.44317672,0.3630528,-0.41333672,-0.13862728,0.91440356,-0.15182641,0.13683283,0.7310864,0.0
4.991935,-1.9557122,5.1868787,1.0631261,-0.8203332,-2.5266912,2.4847488,-0.67029345,0.13742232,2.2433553,-0.2985313,0.5903184,0.4092485,0.43225256,1.4197909,-0.53371614,0.08962907,-0.64067435,-0.8801749,-0.33586302,-0.5931221,0.77271813,-0.49706745,-0.61241424,0.029846543,0.5132585,0.76206607,-0.78663784,0.17911592,0.09452448,-0.14000107,0.073474996,-0.29121557,0.20045716,-0.17850646,0.88233536,-0.28099358,0.43962535,-0.9900551,0.7506877,-0.75775623,0.5677554,-0.58110857,-0.35585892,0.37995812,0.096181095,0.37363824,0.34445497,0.4495215,0.36129808,0.0
-3.5380564,-1.5113178,2.861839,-1.76471,-0.46808994,0.91626966,-2.3511446,2.242489,-0.99248034,0.14296405,0.4365926,1.5283886,0.59380704,-0.2453262,-0.039041247,0.14077279,-0.033871014,-0.19040942,0.35687846,0.13468435,1.2138797,0.6360437,-0.18321708,0.7345175,0.43591768,0.1759951,-0.035327777,-0.5978306,0.39527017,-0.19555354,-0.52647555,0.7373718,-0.18540773,0.44743308,-0.010427909,-0.33440638,-0.608377,0.21668497,0.30768484,0.28216714,0.15095687,0.27010775,-0.26874754,-0.23866424,-0.1484524,-0.30995232,-0.09324502,-0.012498281,0.73087186,0.37617108,0.0
4.225896,0.23808432,-3.5029128,2.6823537,-0.071914986,-0.60611653,-4.8287106,1.3991984,1.3493298,2.505614,-0.554865,0.7655361,0.887589,-0.6783137,-0.48928684,-0.7496789,0.47978857,-0.057603482,-1.3030874,0.21582206,0.05840905,-1.0121764,0.502526,0.5853361,1.0141279,0.0044067744,-0.14479765,0.18463182,0.43040863,0.27848858,-0.5532636,0.38507605,-0.5821374,0.12283876,-0.42224625,-0.1824685,0.0035932232,0.73032916,-0.61802137,-0.3119862,0.106040515,0.08958244,0.30763027,-0.41657054,0.65117216,0.20958114,0.47687668,0.47566542,-0.1447456,-0.21883167,0.0
-3.4207563,-4.937497,1.5125402,-0.81206447,-1.6770091,1.1844553,-1.0261916,0.22553562,-0.08907538,0.7441982,-0.8515772,1.0195935,-0.7798176,0.0880765,0.22562405,0.16134539,0.42604017,0.8240567,0.5586661,0.35286278,-0.6635137,-0.12816747,0.30858037,-0.35541984,-0.018701652,0.9973545,-0.051767122,0.24659671,-0.604881,-0.11858046,0.05850583,0.15053019,0.34481972,-0.20503849,0.40664217,0.20764574,0.104981676,-0.2509263,-0.14192754,-0.23512532,0.027153341,-0.25761932,0.041186526,0.81193143,0.002598695,-0.08019861,-0.12983865,0.0014235389,-0.2039093,0.14960714,0.0
4.979864,2.1021986,-1.0212532,2.0301752,-1.1005789,-0.81706005,-3.4042685,0.596892,-0.62884,1.5014092,-1.2789674,-0.07830153,0.30670077,-0.7560776,-0.4806223,0.4233145,-0.6259763,0.44204175,0.056420997,0.638319,-0.28308564,-0.5607539,-0.10117777,0.2547195,0.780738,-0.39123148,-0.65140224,-0.4714802,-0.44615588,0.21221256,-0.3067301,-0.20910828,-0.28245473,-0.25153026,-0.13133037,0.51147985,-0.22235729,0.31268102,-0.379931,-0.2457128,0.15480353,-0.0063996892,0.12704746,-0.2297513,-0.3038923,-0.22863723,0.22865747,-0.53506273,0.1914353,-0.02957966,0.0
-3.4612079,-4.0007596,4.1542935,-0.6121481,-1.3861358,0.0010178819,-3.155914,1.3801361,-0.093598254,1.376272,0.23239687,0.7708826,-1.0982772,1.1424481,-0.82244617,-0.03510074,-0.41062802,0.224323,0.26720595,-0.9510358,0.7986484,0.03694814,1.1603414,-0.18783744,0.5319429,1.5307792,0.22036114,-0.50732714,0.398134,-0.12091473,-0.28821212,-0.25198457,-0.29730716,-0.38481304,0.4457327,-1.0049114,-0.122141615,-0.05831778,0.4110023,0.35236257,-0.705575,-0.12018939,0.2547768,-0.11901044,-0.25399342,-0.78309906,0.050488323,-0.34897566,0.23648894,0.32693794,0.0
-3.326096,-3.1504612,3.1979952,-0.9640812,-1.3665408,0.25443986,-3.128581,1.0378077,-0.8216865,0.86714244,-0.09189175,0.9470053,-0.76174736,1.0612402,-0.655539,0.96719265,-0.7640993,0.18329954,-0.38865253,-0.6430981,0.35801226,0.09626538,0.74310654,-0.36242142,0.32312885,0.8304471,-0.35305515,-0.31880102,0.33413288,-0.065064944,-0.4587252,0.16952705,-0.18935534,0.3737721,0.3506549,-0.64907956,-0.22040962,-0.18676409,0.12202546,0.100708924,-0.42761087,-0.10542952,-0.121283315,-0.26074177,0.10094432,-0.19824982,-0.42370397,-0.17407085,0.06122537,0.27900207,0.0
-2.9289727,0.08940903,3.4775882,-2.333077,-0.9814476,1.4736038,-3.4834447,1.8333822,-0.07908526,-0.6326051,0.3753929,0.7846437,0.512129,-0.04688371,0.49513707,-0.2121739,-0.70711964,0.02605974,-0.8283635,-0.31968084,1.3977556,0.12883346,0.33120564,-0.17858936,0.075196706,-0.1567721,-0.8127552,-0.3188404,-0.19643036,0.67276806,-0.09525699,0.58018875,-0.65072083,0.07763571,0.24571,-0.81068057,-0.5990388,-0.022523029,-0.15356632,0.22157289,0.37575585,-0.5287126,0.2487504,-0.39016274,-0.22093104,0.113121696,-0.004446296,0.15237601,0.5922964,0.21064657,0.0
-4.0106764,0.6197042,1.7661111,-2.2263644,0.017211273,0.48208207,0.0824865,0.45976886,0.13299672,-0.1365514,-2.4315398,0.6677682,1.0022677,-0.3567334,0.66482675,-0.21051353,0.9622729,0.4505392,-0.2245615,-0.78207535,-0.7551195,0.5593487,-0.11664639,0.79128075,-0.082001515,0.05226862,-0.21859023,0.40893966,-1.0081427,0.15828891,0.4037531,-0.22596003,0.8639623,-0.089720406,-0.03452779,-0.20436516,-0.44382977,0.49759835,-0.07685258,-0.85303223,0.53982306,0.08057933,-0.045790154,-0.26491967,0.2866809,0.27681953,0.23481146,-0.28283468,-0.25431356,-0.36664268,0.0
4.020296,-2.7647045,0.15081292,-1.6656405,1.9219631,-0.46835476,-0.003171346,0.30252665,0.8681111,-0.2918915,0.7370667,0.5471779,0.34716225,-0.024267904,-0.7440156,0.18079568,0.2909544,0.19116038,-0.069395915,-0.2512156,-0.72033507,-0.01540577,-0.5201808,-0.19076592,-0.46288103,0.26432842,0.112883285,0.3108829,0.8380765,0.19942519,0.19140266,-0.24004634,-0.16697048,-0.4705626,0.18958007,-0.47501457,0.16357102,0.06983653,0.004999191,0.35042012,0.62102747,0.20225671,-0.17935486,-0.2483495,-0.03243484,0.14928256,0.09901422,0.44425774,0.17445205,0.20180187,0.0
4.436925,-0.03405448,3.5560732,-0.7874287,0.41877466,-1.6576387,1.9046823,-0.17070132,-0.5104882,1.4299692,-1.0125327,-0.08242978,-0.46606758,0.6407485,0.73915744,-0.8001323,-0.43373665,0.6625032,0.23331803,0.5312629,0.0019595972,-0.25036445,-0.5527681,0.06947855,0.2981877,-0.29092023,-0.24266489,-0.34979752,0.19882123,0.3485607,0.36896828,0.46437916,-0.74584305,-0.23505697,0.5352929,-0.3601241,-0.16200793,0.12603861,0.3083331,-0.25699863,-0.53285074,-0.2606495,0.059334006,0.5721207,-0.06897481,-0.0016478847,-0.6497633,0.07475687,-0.09452052,-0.34427825,0.0
4.454731,-0.4145271,0.60189164,-3.1810753,2.5609837,-0.5567281,-1.1301717,1.4798203,-1.1933438,-0.04620522,0.46001816,0.012215703,-0.03186179,-0.4068713,-0.8119254,-0.24930596,0.7761128,0.47227433,0.75066847,-0.2041337,0.17508279,0.4817185,-0.16682664,0.1477472,-0.57305115,-0.29346767,0.1733167,0.6523483,-0.296113,0.10276026,0.40994373,-0.29254293,-0.16859144,0.091382064,0.2228096,0.51096976,0.8118576,-0.108129025,0.17051318,0.020607973,-0.44510427,-0.2007967,-0.4656046,-0.4923429,0.41342133,0.09975859,-0.10830391,-0.09947935,0.24269557,0.3836764,0.0
-0.7402657,4.5831985,6.1442504,-0.03464188,-0.7491357,3.7402484,-2.180824,0.787674,3.1772466,0.2835832,2.699965,-0.4164222,1.5049577,-1.4411083,0.496482,0.002034209,0.7723,-0.7086486,0.62025154,1.0333785,-0.20097852,-0.012028605,-0.111707665,-1.9296021,-0.87967813,-1.4090583,-1.1485461,-1.1323107,0.68437123,0.49318594,1.7950801,0.22334825,-1.230494,0.74924225,0.4501399,-0.11003791,0.04928138,-0.24518706,0.09954932,1.136545,-0.72462624,0.3685602,0.7716942,1.0489602,1.2130159,-0.45090616,1.1336946,0.5331457,-0.118921384,0.18234156,0.0
4.386727,0.5022897,0.31949803,3.3634975,-3.5976417,-0.2765101,-0.91139203,-0.13598683,1.4650413,-1.7993488,-0.6886428,-0.14044501,0.6583158,-0.5515048,0.5327091,-0.18625219,1.1900537,-0.2455957,0.08379044,0.41453305,0.4990854,1.4675776,0.96578145,-0.27142978,-0.3085127,0.89155114,0.9179147,1.1932961,-0.13957216,-0.66334355,-0.097456425,-0.2607142,0.09269628,0.14277734,0.65644276,0.03238969,0.4717129,-0.8011686,-0.022654075,0.0890474,0.04626766,0.3603069,-0.55454534,0.6199295,-0.4967773,0.80694646,-0.4867034,0.24412988,-0.6666104,0.2962308,0.0
5.089458,0.10086117,0.82649237,-2.5017865,1.5737654,-0.7208736,-0.6330785,0.85279983,-1.9793261,-0.5747695,0.98419154,0.032858767,0.7020268,0.311504,-0.7652236,0.0057239407,-0.23953834,-0.081408,-0.05502644,0.6353842,0.020246498,-0.02527489,0.17385167,-0.043272093,-0.19221608,-0.28774792,0.11477986,0.3670798,-0.28817296,-0.67818576,0.20864627,-0.20743011,0.3333151,0.26775485,0.7584409,0.20547335,-0.056486286,0.13923065,0.06538998,-0.24143046,-0.099143475,-0.21869251,-0.19354019,-0.2952031,0.12298135,0.41608748,0.054106046,-0.76912624,-0.378601,-0.2414444,0.0
4.605932,1.2030619,0.6562353,-2.3956687,0.5504622,0.12633708,-1.0481458,0.17986569,-2.126196,-0.12482712,0.3838271,-1.4646877,0.35393864,0.059879005,-1.2287334,0.49387917,-1.0838236,-0.1109272,0.07213022,0.4773546,-0.28167254,0.07140482,0.033816647,-0.17782654,-0.06864583,-0.859324,-0.15187612,0.113486335,-0.40589103,-0.27985966,0.09193241,-0.54136634,0.035023917,-0.34803915,0.74178195,0.41185313,0.16925427,0.20678066,0.19954373,0.06179733,0.011147366,-0.30587626,-0.11941424,0.19975255,0.08194669,0.0650608,-0.099078275,-0.59603125,0.24316248,0.0681603,0.0
5.3845205,-0.9925352,4.9641747,1.2646465,-0.8755471,-1.2421728,3.0346322,-0.52481776,-1.0194578,2.075844,-0.4108548,0.8082547,0.30907732,0.92067206,1.3339671,-0.58398855,0.17426352,-0.90318125,-0.6957653,0.74066013,-0.07924794,0.2757279,0.56039834,-0.52381474,0.37748718,-0.43468526,1.0616251,-0.81763464,-0.32517332,0.7264467,-0.57961375,0.10641354,0.5468802,0.19694375,-0.0004276069,0.26539916,-0.15242197,-0.029598758,-1.015027,0.31950808,-0.5369135,-0.041840173,-0.22123423,0.105773754,0.40912202,0.14337946,0.15054901,0.56800574,0.35403723,-0.077736035,0.0
3.1123207,0.6652808,-1.7696543,0.48035252,-0.41636294,-1.8108612,-2.5482974,0.9477022,0.114127554,-1.4152765,-0.58706474,-0.25087076,-0.30593598,-0.54737955,-0.2293221,-0.61043495,-0.3592753,-0.4186183,0.27339438,-0.17381911,0.4799978,0.096382484,0.15328328,-0.025223209,-0.29515874,0.11921972,-0.7133762,0.034111295,-0.52554494,-0.5730612,0.18934219,0.5646004,-0.09464182,0.58450955,0.5461459,0.32723293,-0.2936588,0.39413556,-0.092900604,-0.45229256,-0.09793498,0.092167966,-0.83788145,0.23447898,0.049347304,0.23833852,-0.0085715,-0.07526428,-0.20170458,-0.13345206,0.0
4.9560885,1.0706018,2.497726,-1.6788856,-0.0005508955,0.49464515,-0.25695688,0.015981141,-2.7515392,-0.13599758,0.6928823,-1.1596601,-0.8620012,0.18856771,-0.6461778,-0.33930522,0.10088835,-0.061218843,0.27752548,0.7602697,0.04066555,-0.22753039,0.2743428,0.45706284,-0.20995326,-1.2079487,-0.17993715,0.07930396,-1.019414,0.23142123,0.20063011,0.023102477,-0.03829327,-0.081055716,-0.40008265,-0.15112479,-0.25661096,-0.27545282,0.56288457,-0.5322492,0.035452615,-0.32138076,0.030994458,0.19252844,0.24807267,-0.29890567,-0.3269454,-0.16267058,0.3142669,0.25553116,0.0
4.7112193,-2.494205,3.9904418,0.73100764,-0.54158825,-1.177818,2.1974175,-1.2352651,0.044990532,1.4521506,0.2415353,-0.072799854,0.06511259,0.76224035,0.700702,-0.547401,-0.25072473,0.18597002,-0.7967658,0.44481197,-0.44680995,0.30154464,-0.39539325,-0.6701085,0.10588658,0.3362398,0.2334732,-0.3788416,0.056738097,0.8115745,-0.09506826,-0.1827566,-0.08000912,-0.17503348,-0.098177254,0.14318423,-0.679656,0.42941484,0.58370775,0.49963132,-0.21415798,-0.13734247,-0.16354422,-0.12154622,-0.21357928,0.44055256,0.23107316,0.15914196,0.049173784,0.2897518,0.0
4.4978113,1.2217786,-2.9402044,1.761815,-0.31733897,-1.2788645,-3.7156045,1.3530016,1.5957385,0.6601638,-1.045072,0.86263615,-0.46193382,-1.0129428,-0.3099974,-0.75857955,-0.55422753,-0.07066898,-0.47116816,0.17263849,-0.28113273,-0.6847445,-0.38150746,0.46252728,0.70818174,-0.19617149,-0.41781446,-0.011141636,-0.2768493,-0.059677713,-0.47179708,0.24037445,-1.0713018,0.010675625,-0.604204,0.04719328,0.44099393,0.49941656,-0.28836432,-0.3518266,-0.43046373,-0.011295302,0.18958618,0.18604887,0.2684764,-0.16205284,-0.036765832,0.1126158,-0.039634757,-0.2717861,0.0
-3.4108279,-2.093443,3.5247345,-1.1773353,-0.79371357,-0.8940484,-1.4087541,-0.33680326,-0.2105544,-0.1296788,-1.2382232,1.1651738,-0.35454845,0.6445416,-0.6900087,0.2928828,-0.37306187,0.7484555,-0.08304441,-0.6497903,0.5420804,-0.1233072,0.5721304,0.5232026,-0.14992326,0.33025485,-0.14978647,0.11564693,-0.34577745,-0.20449813,-0.16381164,0.14191276,-0.40327397,-0.46467498,0.34080377,-0.36046624,-0.086885676,0.31182882,-0.16501483,-0.11615044,0.17943569,-0.006237165,0.13469113,-0.19103926,-0.29374507,0.009762736,0.090846516,0.020937702,0.22048283,0.16573128,0.0
4.823728,-1.3536236,0.41120028,-2.535403,2.1102588,-0.6341147,-1.3147324,0.41522005,-1.0004818,-0.43869954,1.2067661,-0.2371324,0.45982915,-0.3411778,-0.7895289,-0.17423104,0.1605586,0.41048595,0.03238954,0.2700521,-0.101083815,0.22385876,-0.3499388,0.32002416,-0.022386301,0.18743126,-0.27381915,0.5416689,-0.29367915,0.23388891,0.053895812,-0.192637,0.16273506,0.48057908,-0.109436244,-0.24184787,0.11087459,-0.15830201,0.76618135,-0.23763496,0.09508885,-0.100819476,-0.09920078,-0.3428604,0.31145513,0.031504206,-0.480978,-0.32420212,-0.38574588,0.26740977,0.0
1.9271995,-0.6438048,-2.3362865,0.6961558,-0.88089466,2.9679766,0.7127662,-1.0265394,-1.1686829,-1.0994701,-1.3496189,-0.057999384,0.6379804,0.24257588,0.33576715,0.91753846,0.1284724,0.8547759,-0.081709005,1.545687,0.3369805,-0.5380646,0.9485455,-0.58218753,-0.58132124,-0.12063662,-0.3982019,-0.10055553,-0.14503957,0.9159696,0.0719036,-0.43883786,0.23721734,0.18100724,0.52907443,0.4266615,-0.43457887,0.1183363,0.58894855,-0.58794945,0.27179646,-0.60727865,-0.36045772,0.12423266,-0.122209035,0.40231442,0.15401301,0.12415801,0.27766818,0.08168214,0.0
3.8944378,-1.3941315,0.48582897,-3.1475134,2.2630205,-0.44007695,-1.0118656,0.13020271,-1.0106775,-0.2188007,0.74035573,-0.11235085,0.04140011,-0.09360476,-0.25364202,-0.17489912,0.69361496,0.67840326,0.09828296,-0.18238531,0.1502439,0.1899228,-0.70602703,-0.007298573,-0.026685614,0.25264746,0.05906247,0.62169886,0.11446517,-0.2087389,0.048348166,-0.33846205,-0.36644357,0.5103538,-0.71742046,-0.044459514,0.076693945,-0.008809213,-0.15451613,0.09125602,0.24849987,-0.0071753515,-0.27029613,-0.39704385,0.22629602,-0.16175681,-0.22430031,0.43686733,-0.046277653,0.37384722,0.0
1.2610523,-0.1468241,-1.2691231,1.4134814,-1.1568542,0.74538416,-0.18576363,-2.0754392,-2.262782,-0.4277948,-1.1222639,0.579915,0.45945463,-0.6247568,0.7944598,0.62260216,0.02802171,1.0497323,-0.4805761,0.78428924,0.4617304,-0.06745213,-0.09139877,-1.2592167,0.05566083,0.102167584,-0.56874317,-0.9651436,-0.27715492,0.17784421,-0.24100155,-0.33669055,0.13262859,0.028563814,1.0677612,0.01416865,0.17951989,-0.36007318,0.18217835,-0.37372312,0.7731545,-0.14884289,-0.52366424,0.29492444,-0.004219014,0.04901212,0.3484376,0.040378157,0.13280278,0.014167158,0.0
-3.4096425,-0.7971729,2.6607635,-2.0348325,-0.9691815,0.3648114,-2.277018,0.33625242,-1.212534,-1.2263913,-0.59080154,0.6575462,0.4482301,-0.2023702,0.46864754,-0.04744505,-0.0063826167,0.3321236,-0.6265952,-0.21181814,0.38216949,0.27450302,-0.040666487,0.20275111,0.37984645,-0.024178697,-0.59901273,-0.09985556,0.4752269,0.01955389,-0.1455035,0.30040336,-0.1777422,-0.04533828,0.35172796,-0.2964524,-0.20867774,0.50645566,-0.42972258,0.08407167,0.25728685,0.016371341,-0.06806908,-0.12440535,-0.15087166,-0.15799017,-0.2615057,-0.10245534,0.6296391,0.3121411,0.0
-1.2806547,5.529737,4.3352537,-2.8692997,-0.29511067,2.7222042,-3.2359693,2.2980936,1.5110046,-0.31591254,2.097984,-0.76045203,1.8402537,-1.2493842,1.5176517,-0.3348758,1.9795054,-1.1786612,-0.6965013,0.7582031,-0.0017381983,0.8433354,0.4869225,-1.2450396,-0.8192745,0.07601155,-1.1060364,-0.7652946,1.4321958,0.24443817,1.2474238,1.2245767,-1.6254858,0.24559253,0.0011508353,0.9575141,-1.3886616,0.0011138712,1.1635413,0.75758785,-0.24234217,-0.47606677,0.90426546,0.95885634,0.6075898,-0.31075194,-0.11180533,-0.34945986,-0.15671302,0.3918862,0.0
-2.364464,0.6521449,3.504225,-2.0722404,-1.20505,0.0016479309,-2.7168589,0.1415771,0.9053133,-0.6667662,-0.44241497,1.6536028,-0.07343105,0.7219003,-0.4492134,0.029309988,-0.7727048,0.56094074,-0.5916559,-0.6859552,1.0674493,0.029602122,0.5066261,0.55229557,0.2634154,-0.7690338,-0.028479803,-0.22095878,0.19060008,-0.021562668,-0.24341805,0.82264036,-0.4008733,0.025313018,0.09650072,-0.6189868,-0.4293378,0.14023346,0.33870885,0.25875252,0.27909175,-0.4561744,-0.110528514,-0.021132646,-0.67396647,0.0671521,0.4431584,0.26305035,0.34210694,0.755716,0.0
4.8809304,-1.5619823,1.1941831,-1.7733458,1.8967582,-1.7868257,0.4352302,-0.24487396,0.004333869,-0.30530202,0.7398498,0.22869174,0.30475837,-0.31989482,-0.3038248,-0.44717047,-0.40031636,0.32150096,0.06974031,0.050536532,-0.335904,-0.26460886,-0.53726256,0.5357864,0.22064896,0.17662011,-0.26110277,0.7624029,0.30265042,-0.20558551,-0.2150459,0.4159539,0.20699479,0.24929854,0.46744373,-0.23491631,0.35194954,0.17962906,0.17421302,-0.117733434,-0.052261475,0.29034775,-0.09985016,0.5484729,0.07714384,0.2572723,0.19235009,-0.42227277,-0.2439719,-0.51046103,0.0
4.8904734,0.12192241,4.309288,0.81081426,-0.5008254,-1.4458035,2.7104666,-0.078843154,-1.0926032,1.4750214,-0.28702202,0.63983184,-0.77235323,0.6749968,1.001114,-1.3259315,0.0002834601,-0.93637896,0.0055632307,0.90705204,0.11305836,0.028703632,0.063427955,-0.055856247,0.62243104,-0.5281958,0.4377813,-0.72764677,-0.36460856,0.4858678,0.18256955,0.44140914,0.03560879,0.052739576,0.31837565,0.004354032,-0.5725176,-0.06016838,-0.6842183,0.17095447,-0.4192081,0.009888567,-0.12947126,0.3917744,0.087997034,-0.09244704,-0.32170314,0.40126172,-0.01840012,-0.27510902,0.0
1.7196155,-3.2867854,0.4730883,-3.1909943,1.4044023,0.12777647,-1.3591557,-0.9372585,1.0718131,1.2523973,0.5305465,-1.4597567,0.9146718,-0.3130029,-1.5461109,0.32302433,0.6201237,0.79327357,0.82272995,-0.04986577,-0.13359155,0.5448185,-0.31329596,0.45725727,-0.3536056,0.712737,0.12258634,-0.6546083,-0.030239314,-0.0072738123,0.21737365,-0.32759088,0.0061539346,0.061989095,-0.43266997,-0.097896904,0.17658108,0.41244227,-0.2427348,0.010895711,0.49085543,0.33492655,-0.44228953,0.19250374,0.16772042,-0.28810844,-0.17975038,1.2599224,0.2056985,-0.3036239,0.0
5.084289,1.6241624,3.893829,-1.1763004,-0.22055249,0.993823,0.46777523,1.0730002,-2.095656,0.6064115,0.032716427,-0.67756546,-0.89379585,0.26139638,0.4001811,-0.059890285,0.17983237,-0.2472067,0.49414882,1.4942689,0.11173749,-0.14708512,0.7495505,1.1857672,-0.86973315,-1.2074423,0.46828768,-0.5009172,-0.8845619,0.7379726,0.99487716,0.6037717,-0.7755308,0.008975606,0.20051251,-0.074771814,-0.23874027,-0.36210373,0.251583,-0.42339507,0.053037424,-0.37393817,0.11537104,0.76583207,0.3152671,-0.58128697,-1.2711376,0.33993545,0.16560842,-0.012880254,0.0
4.421179,-1.3525298,1.529496,-2.0056539,1.8876009,-1.611323,-0.10615738,-0.03237124,-0.34649608,0.28866813,0.38455623,-0.10458822,0.10054377,-0.44172868,-0.41790834,-1.1921476,0.53301525,0.6970227,0.10872327,0.5836638,-0.13557038,-0.003240991,-0.3881603,0.7678016,-0.039794873,0.29404363,0.116681,0.39388695,0.046838615,0.114498936,0.024760924,0.13662152,-0.14993058,0.44680887,0.21542835,-0.11715528,-0.035769,-0.21220623,0.5351277,-0.5024342,-0.10417724,0.2840863,0.23000197,0.14330208,0.3007067,-0.378334,-0.30988777,-0.19805254,-0.15125047,0.09367442,0.0
1.6516743,-0.9848233,-1.5852185,-0.7259991,-0.39109296,-1.0372869,-1.5044024,0.48282245,0.7105753,-1.2846081,-0.67264223,-0.06901438,-0.46463558,-0.3682012,0.28946856,-0.16304782,0.06801204,0.95453095,-0.74506056,0.31957358,0.21250515,-0.46323472,-0.17654325,-1.0246272,-0.21474177,0.07876677,0.17316377,-0.009880725,0.0072817374,0.1091088,0.23379791,-0.3758086,-0.64624643,0.16638611,0.07831058,0.21166629,-0.29373285,0.060239065,-0.28000042,-0.017292444,0.6846647,0.29370353,-0.38480473,0.2566141,-0.013524031,-0.17245129,-0.20335715,0.3051158,-0.016736252,0.033773094,0.0
4.385138,0.9688351,-0.4233475,3.4145145,-2.8966613,-1.014389,-1.4281976,-0.575338,0.040800285,0.42901698,-1.9696846,0.22665058,0.5960279,-0.90763634,0.35502616,-0.14259925,1.3702931,-0.02304497,0.18577477,0.6323918,0.5289954,0.86309624,-0.42809525,0.022090478,0.62102354,-0.3625335,-0.018749721,0.7985477,0.32057405,0.14266811,-0.4870006,-0.2760437,0.023313848,-0.19317603,0.028542882,0.4101121,-0.41908306,-0.68767834,-0.2811863,0.075881444,0.01020494,-0.117778875,-0.3253347,-0.04396594,-0.8030757,-0.25584292,0.24915893,0.43733522,-0.6157236,-0.25534305,0.0
-3.424592,-0.5830844,2.49625,-1.4393822,-0.8445437,2.4909582,-1.4588351,0.12538122,0.7556671,-0.4787246,-1.685641,0.31761378,0.1094197,0.25678778,-0.48004076,-0.012755634,-0.4242178,0.2566658,-0.32230312,-0.85702044,-0.8867183,0.8064968,-0.045558356,0.65774983,1.1937964,-0.14346811,0.05479296,-0.49977425,0.53719676,0.16724922,0.24143279,-0.52354693,0.005388051,0.9658074,0.41931447,-0.28023526,0.19375981,-0.047457844,0.18802156,-0.17464456,0.15541323,-0.15118495,-0.48787576,0.3890315,0.45943305,0.16111605,-0.1675473,-0.20209625,-0.35408595,0.24260686,0.0
3.5093865,2.0953565,-2.1666634,1.0088319,-1.0711465,-1.0627769,-2.053566,-0.41465324,-0.80546755,-1.5881684,-1.4571589,0.051621757,-0.4079745,-0.75514096,-0.15654387,-0.12440447,-0.77970994,0.50030494,0.3437278,0.065417446,0.97642434,-0.2839247,-0.25311527,-0.7380875,0.17378873,0.23821156,-0.7972034,0.21624285,-0.11492991,-0.20843361,0.16919108,-0.24610202,-0.30395064,-0.043708764,0.36865374,-0.0034485648,0.0053678197,0.2488993,0.029896159,-0.12880716,-0.3059304,-0.13648103,-0.8933295,0.55866235,0.16725925,-0.16770764,0.5057995,0.14314827,0.050733794,-0.5033899,0.0
